x,y
0.445136,1.783981
0.445136,1.783981
0.445136,1.783981
0.445460,1.793976
0.445460,1.793976
0.445525,1.798975
0.445591,1.803975
0.445914,1.813970
0.445914,1.813970
0.445914,1.813970
0.445914,1.813970
0.445914,1.813970
0.445914,1.813970
0.446172,1.818963
0.446172,1.818963
0.446172,1.818963
0.446879,1.828938
0.446879,1.828938
0.447586,1.838913
0.447586,1.838913
0.447586,1.838913
0.447586,1.838913
0.447586,1.838913
0.447586,1.838913
0.447586,1.838913
0.447586,1.838913
0.448294,1.848888
0.448294,1.848888
0.449001,1.858863
0.449001,1.858863
0.449001,1.858863
0.449001,1.858863
0.449001,1.858863
0.449001,1.858863
0.449259,1.863856
0.449259,1.863856
0.449259,1.863856
0.449582,1.873851
0.449582,1.873851
0.449905,1.883846
0.449905,1.883846
0.449905,1.883846
0.449905,1.883846
0.449905,1.883846
0.449905,1.883846
0.449905,1.883846
0.449905,1.883846
0.450229,1.893841
0.450552,1.903835
0.450552,1.903835
0.450552,1.903835
0.450552,1.903835
0.450552,1.903835
0.450552,1.903835
0.450552,1.903835
0.450552,1.903835
0.450552,1.903835
0.450875,1.913830
0.450875,1.913830
0.451199,1.923825
0.451199,1.923825
0.451199,1.923825
0.451199,1.923825
0.451199,1.923825
0.451199,1.923825
0.451199,1.923825
0.451199,1.923825
0.451456,1.928818
0.451714,1.933812
0.451714,1.933812
0.452037,1.943806
0.452295,1.948800
0.452295,1.948800
0.452295,1.948800
0.452295,1.948800
0.452295,1.948800
0.452295,1.948800
0.452553,1.953793
0.452553,1.953793
0.452810,1.958786
0.453068,1.963780
0.453326,1.968773
0.453326,1.968773
0.453326,1.968773
0.453326,1.968773
0.453326,1.968773
0.453326,1.968773
0.453326,1.968773
0.453584,1.973766
0.453584,1.973766
0.453518,1.968767
0.453518,1.968767
0.453518,1.968767
0.453518,1.968767
0.453518,1.968767
0.453518,1.968767
0.453518,1.968767
0.453518,1.968767
0.453518,1.968767
0.453518,1.968767
0.453518,1.968767
0.453518,1.968767
0.453518,1.968767
0.454785,1.963930
0.454785,1.963930
0.454785,1.963930
0.454785,1.963930
0.454785,1.963930
0.454785,1.963930
0.454785,1.963930
0.454785,1.963930
0.454785,1.963930
0.456600,1.959271
0.454607,1.963857
0.454607,1.963857
0.454607,1.963857
0.454607,1.963857
0.454607,1.963857
0.454607,1.963857
0.454607,1.963857
0.454607,1.963857
0.456775,1.959351
0.456775,1.959351
0.456775,1.959351
0.456775,1.959351
0.456775,1.959351
0.456775,1.959351
0.456775,1.959351
0.456775,1.959351
0.456775,1.959351
0.459447,1.955125
0.459447,1.955125
0.459447,1.955125
0.462588,1.951235
0.459300,1.955001
0.459300,1.955001
0.459300,1.955001
0.459300,1.955001
0.459300,1.955001
0.459300,1.955001
0.459300,1.955001
0.459300,1.955001
0.462730,1.951364
0.462730,1.951364
0.462730,1.951364
0.462730,1.951364
0.462730,1.951364
0.462730,1.951364
0.462730,1.951364
0.462730,1.951364
0.462730,1.951364
0.462730,1.951364
0.466793,1.948449
0.466793,1.948449
0.466793,1.948449
0.471164,1.946021
0.471164,1.946021
0.471164,1.946021
0.471164,1.946021
0.471164,1.946021
0.471164,1.946021
0.471164,1.946021
0.471164,1.946021
0.466702,1.948279
0.471247,1.946195
0.471247,1.946195
0.471247,1.946195
0.471247,1.946195
0.471247,1.946195
0.471247,1.946195
0.471247,1.946195
0.471247,1.946195
0.471247,1.946195
0.471247,1.946195
0.471247,1.946195
0.471247,1.946195
0.471247,1.946195
0.476183,1.945394
0.476183,1.945394
0.476183,1.945394
0.476183,1.945394
0.476183,1.945394
0.476183,1.945394
0.476183,1.945394
0.476183,1.945394
0.476183,1.945394
0.476183,1.945394
0.476183,1.945394
0.476183,1.945394
0.476183,1.945394
0.471247,1.946195
0.466312,1.946995
0.456412,1.948406
0.456412,1.948406
0.456412,1.948406
0.456412,1.948406
0.456412,1.948406
0.456412,1.948406
0.456412,1.948406
0.451476,1.949207
0.446541,1.950008
0.436641,1.951419
0.436641,1.951419
0.436641,1.951419
0.436641,1.951419
0.436641,1.951419
0.436641,1.951419
0.436641,1.951419
0.431705,1.952220
0.431705,1.952220
0.426770,1.953020
0.416870,1.954431
0.416870,1.954431
0.416870,1.954431
0.416870,1.954431
0.416870,1.954431
0.416870,1.954431
0.416870,1.954431
0.411935,1.955232
0.411935,1.955232
0.406999,1.956033
0.397099,1.957444
0.392164,1.958245
0.392164,1.958245
0.392164,1.958245
0.392164,1.958245
0.392164,1.958245
0.392164,1.958245
0.387228,1.959045
0.382293,1.959846
0.372454,1.961637
0.372454,1.961637
0.372454,1.961637
0.372454,1.961637
0.372454,1.961637
0.372454,1.961637
0.372454,1.961637
0.367519,1.962437
0.367519,1.962437
0.362583,1.963238
0.352745,1.965029
0.347810,1.965830
0.347810,1.965830
0.347810,1.965830
0.347810,1.965830
0.347810,1.965830
0.347810,1.965830
0.347810,1.965830
0.342874,1.966630
0.337939,1.967431
0.333003,1.968232
0.323165,1.970022
0.323165,1.970022
0.323165,1.970022
0.323165,1.970022
0.318264,1.971012
0.318264,1.971012
0.318264,1.971012
0.318264,1.971012
0.308502,1.973180
0.303601,1.974170
0.298700,1.975160
0.298700,1.975160
0.298700,1.975160
0.298700,1.975160
0.298700,1.975160
0.298700,1.975160
0.298700,1.975160
0.293798,1.976150
0.288897,1.977139
0.279135,1.979307
0.279135,1.979307
0.279135,1.979307
0.279135,1.979307
0.279135,1.979307
0.279135,1.979307
0.279135,1.979307
0.274234,1.980297
0.274234,1.980297
0.274234,1.980297
0.264396,1.982088
0.259495,1.983078
0.254594,1.984068
0.254594,1.984068
0.254594,1.984068
0.254594,1.984068
0.254594,1.984068
0.249693,1.985057
0.249693,1.985057
0.244792,1.986047
0.234953,1.987838
0.230052,1.988828
0.230052,1.988828
0.230052,1.988828
0.230052,1.988828
0.230052,1.988828
0.230052,1.988828
0.225151,1.989818
0.220250,1.990808
0.210488,1.992975
0.210488,1.992975
0.210488,1.992975
0.210488,1.992975
0.210488,1.992975
0.205587,1.993965
0.205587,1.993965
0.205587,1.993965
0.195749,1.995756
0.185910,1.997547
0.185910,1.997547
0.185910,1.997547
0.185910,1.997547
0.185910,1.997547
0.185910,1.997547
0.185910,1.997547
0.181009,1.998537
0.176108,1.999527
0.171207,2.000516
0.161445,2.002684
0.156544,2.003674
0.156544,2.003674
0.156544,2.003674
0.156544,2.003674
0.156544,2.003674
0.156544,2.003674
0.156544,2.003674
0.151643,2.004664
0.146742,2.005654
0.136903,2.007445
0.132002,2.008434
0.132002,2.008434
0.132002,2.008434
0.132002,2.008434
0.132002,2.008434
0.132002,2.008434
0.132002,2.008434
0.132002,2.008434
0.132002,2.008434
0.122240,2.010602
0.117339,2.011592
0.112438,2.012582
0.112438,2.012582
0.112438,2.012582
0.112438,2.012582
0.112438,2.012582
0.112438,2.012582
0.112438,2.012582
0.107537,2.013572
0.102636,2.014562
0.092874,2.016729
0.092874,2.016729
0.088015,2.017907
0.088015,2.017907
0.088015,2.017907
0.088015,2.017907
0.088015,2.017907
0.083155,2.019085
0.083155,2.019085
0.073393,2.021252
0.063631,2.023420
0.063631,2.023420
0.063631,2.023420
0.063631,2.023420
0.063631,2.023420
0.063631,2.023420
0.058771,2.024598
0.058771,2.024598
0.053912,2.025775
0.044150,2.027943
0.044150,2.027943
0.044150,2.027943
0.039249,2.028933
0.039249,2.028933
0.039249,2.028933
0.034348,2.029923
0.029447,2.030913
0.024546,2.031903
0.019645,2.032892
0.014744,2.033882
0.014744,2.033882
0.014744,2.033882
0.014744,2.033882
0.014744,2.033882
0.014744,2.033882
0.014744,2.033882
0.014744,2.033882
0.009843,2.034872
0.009843,2.034872
0.000004,2.036663
-0.004897,2.037653
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
-0.009798,2.038643
